samples,Realm,Biome,Functional_group
mgm4587433,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587434,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587435,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587436,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587437,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587438,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587439,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4587440,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4594281,Terrestrial,Deserts_and_semi-deserts,NA
mgm4594282,Terrestrial,Deserts_and_semi-deserts,NA
mgm4600198,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600199,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600200,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600284,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600285,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600286,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600287,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600289,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600290,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600291,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600292,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600293,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600294,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600295,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600296,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600297,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600298,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600299,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600300,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600301,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600302,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600303,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600304,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600305,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600306,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600307,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600308,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600309,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600310,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600311,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600312,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600313,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600314,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600315,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600316,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600317,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600318,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600319,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600320,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600321,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600322,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600323,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600324,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600325,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600326,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600327,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600328,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600329,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600330,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600331,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600332,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600333,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600334,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600335,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600336,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600337,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600338,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600339,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600340,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600341,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600342,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600343,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600344,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600345,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600346,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600347,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600348,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600349,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600350,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600351,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600352,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600353,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600354,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600355,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600356,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600357,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600358,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600359,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600360,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600361,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600362,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600363,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600364,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600365,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600366,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600367,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600368,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600369,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600370,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600371,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600372,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600373,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600374,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600375,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600376,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600377,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600378,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600379,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600380,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600381,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600383,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600384,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600385,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600386,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600387,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600388,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600389,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600390,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600391,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600392,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600393,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600394,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600395,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600396,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600397,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600398,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600399,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600400,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600401,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600402,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600403,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600404,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600405,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600406,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600407,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600408,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600409,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600410,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4600411,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601006,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601007,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601008,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601010,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601012,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601015,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601016,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601019,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601020,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601021,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601022,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601026,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4601031,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4603086,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604823,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604824,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604825,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604826,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604827,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604828,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604829,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604830,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604831,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604832,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604833,Terrestrial,Intensive_land-use,Annual_croplands
mgm4604834,Terrestrial,Intensive_land-use,Annual_croplands
mgm4612434,Terrestrial,Intensive_land-use,Sown_pastures_and_fields
mgm4620483,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620484,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620485,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620486,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620487,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620488,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620489,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620490,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620491,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620492,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620493,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620494,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4620526,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620527,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620529,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620530,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620531,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620533,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620534,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620535,Terrestrial,Intensive_land-use,Annual_croplands
mgm4620536,Terrestrial,Intensive_land-use,Annual_croplands
mgm4621803,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4621804,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4621805,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4621806,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4621807,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4621808,Freshwater,Artificial_Wetland,Canals_ditches_and_drains
mgm4623333,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623334,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623335,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623336,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623337,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623338,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623339,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623341,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623342,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623343,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623344,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623345,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623346,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623347,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623348,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623349,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623350,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623351,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4623352,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624489,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624490,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624491,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624492,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624493,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624494,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624495,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624496,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624497,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624498,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624499,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624500,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624501,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624502,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624503,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624504,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624505,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624506,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624507,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624508,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624509,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624510,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624511,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624512,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624513,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624514,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624515,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624516,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624517,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624518,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624873,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624874,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624875,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624876,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624877,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624878,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624879,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624880,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624881,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624882,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624883,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624884,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624885,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624886,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4624887,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
