samples;total_number_of_reads;file_size;GC_content;total_number_of_bases;complete_sequence_size;average_read_size;read_size_mode;read_size_median;lowest_read_size;highest_read_size
mgm4604826;642095847;1790650;0.6374869977156512;585905699;585905699;327.2028028928043;315;326.0;99;592
mgm4604827;279062449;818171;0.6284804915396551;253810163;253810163;310.21652319625116;325;309;99;592
mgm4604828;659244432;1892094;0.6225979427521279;599807936;599807936;317.0074721446186;313;316.0;99;592
mgm4604829;37315666;110646;0.6298008460372463;33996612;33996612;307.2556802776422;316;306.0;99;589
mgm4604830;340200408;980800;0.627813105929515;309906611;309906611;315.9732983278956;316;314.0;99;592
mgm4604831;576235197;1669609;0.6413458607257541;523918342;523918342;313.79702792689784;298;311;99;592
mgm4604832;132643707;371066;0.6217397124440728;121251613;121251613;326.7656239051813;308;326.0;99;592
mgm4604833;155005132;445766;0.6286189134141226;141297419;141297419;316.97666264362914;322;315.0;99;592
mgm4604834;260428599;758517;0.6283704362832429;237025583;237025583;312.485525044264;304;309;99;592
mgm4604926;1515910226;11118269;0.5699043738066749;1159641058;1159641058;104.30050379245186;101;101;50;251
mgm4604927;1056504099;7767253;0.5561746283943618;809018605;809018605;104.1576223923696;101;101;50;251
mgm4604929;884632326;6574330;0.5557560988942051;675345294;675345294;102.72458090786438;101;101.0;50;251
mgm4604932;1879060318;13658462;0.5147932355486694;1438906413;1438906413;105.34908051872898;101;101.0;50;251
mgm4605923;7368342;20955;0.386453255531058;6750788;6750788;322.15643044619424;207;267;200;1252
mgm4605924;3842576;6898;0.5679134425538431;3643638;3643638;528.2165845172514;368;432.0;200;1793
mgm4605925;2806256;9393;0.4983031297128437;2534961;2534961;269.8776748642606;200;246;200;540
mgm4606757;2655693638;7915851;0.6000743889957868;2273325486;2273325486;287.18649277253957;304;295;50;602
mgm4606758;2337866596;7021642;0.5568056143641843;1999118481;1999118481;284.7081182720509;304;296.0;50;602
mgm4606759;2858448522;8897846;0.5575677290011898;2430203083;2430203083;273.12262799333683;304;293.0;50;602
mgm4606760;2091360058;6461046;0.6235718481682873;1779507398;1779507398;275.4209454630102;304;293.0;50;602
mgm4606761;3719221667;11051488;0.6046977506908319;3185554659;3185554659;288.24667402253885;304;296.0;50;602
mgm4606762;1056590636;3393649;0.553484043182096;893482152;893482152;263.2806610229874;304;290;50;602
mgm4612269;3279688266;13146149;0.3734948831564844;2856963078;2856963078;217.3231931267476;270;213;50;532
mgm4612434;11204049100;46365755;0.5178772199803185;9685085807;9685085807;208.8844624011838;210;209;125;236
mgm4612517;10850189357;53120234;0.3762456508249734;8609103398;8609103398;162.06825064061277;150;150.0;61;292
mgm4612993;2350662986;10839410;0.4456240510938498;2004068052;2004068052;184.88718961640902;221;181.0;50;434
mgm4612994;2526713785;11189173;0.4301801873734202;2168577590;2168577590;193.81035488503036;221;195;50;434
mgm4612995;4456449759;19462784;0.4232773999134215;3825285974;3825285974;196.54361750097004;221;203.0;50;434
mgm4612996;2931529120;17252262;0.4352480470310253;2373312664;2373312664;137.56530384247586;221;123.0;50;434
mgm4612997;1877943152;8049445;0.4693885690640352;1621471685;1621471685;201.4389420637075;221;216;50;434
mgm4613010;12670731825;59859218;0.4416021140288056;10158889010;10158889010;169.71302582001655;150;150.0;59;292
mgm4613011;13054230983;62476433;0.4426501988969213;10427346669;10427346669;166.9004802018707;150;150;58;292
mgm4613012;7603250623;38947637;0.42966709893853805;5951604003;5951604003;152.81040035882023;150;150;61;292
mgm4614521;326835752;1123631;0.37451625661482013;291990556;291990556;259.863385755644;293;269;50;474
mgm4614547;308991923;929122;0.6309213419684725;264090705;264090705;284.2368440312467;304;297.0;50;602
mgm4614548;597178370;1791670;0.5883655199351115;510631104;510631104;285.0028766458109;304;298.0;50;602
mgm4614549;509731478;1576998;0.5765175714801895;433699291;433699291;275.01575208085234;304;296.0;50;602
mgm4614550;136008020;411542;0.6579558137035526;116122880;116122880;282.1653197000549;304;295.0;50;602
mgm4614551;528334955;1566678;0.6339998919069123;452572880;452572880;288.87421665460295;304;297.0;50;602
mgm4614552;414888276;1325542;0.5674189300426291;351094455;351094455;264.86860091947295;304;295.0;50;602
mgm4614815;5691222737;29485338;0.5446072701848201;4379173018;4379173018;148.52036011932438;151;151.0;50;151
mgm4614816;4321378634;22404456;0.5541463534833007;3324409594;3324409594;148.38162524454955;151;151.0;50;151
mgm4614817;5410654231;28025291;0.5309949886302284;4163559456;4163559456;148.56436124070933;151;151;50;151
mgm4614818;5091991178;26382722;0.5448241693031817;3917999658;3917999658;148.50627080859965;151;151.0;50;151
mgm4614819;5038079901;26114194;0.5507774237212224;3876037697;3876037697;148.42647247699853;151;151.0;50;151
mgm4614820;5109673162;26468551;0.5448173004762528;3931860222;3931860222;148.54837433299616;151;151;50;151
mgm4614821;4604560481;23938331;0.5895742463382803;3539335361;3539335361;147.85221914593797;151;151;50;151
mgm4614822;4972353431;25845683;0.5826953819932751;3822256647;3822256647;147.88762390221996;151;151;50;151
mgm4614823;4833877069;25126732;0.5863332147015438;3715777492;3715777492;147.88144721725052;151;151.0;50;151
mgm4614824;6398286300;33193887;0.538646792326343;4921213639;4921213639;148.25662445015854;151;151;50;151
mgm4614825;6233487589;32409937;0.5936545751736966;4791311446;4791311446;147.83464238143998;151;151;50;151
mgm4614826;6949062975;36120525;0.5914045989120308;5341748143;5341748143;147.88678024475004;151;151;50;151
mgm4614827;6745340047;35018509;0.577121083290034;5187070188;5187070188;148.12367334086096;151;151;50;151
mgm4614828;5814941017;30224961;0.584966470840193;4469967809;4469967809;147.88994463880368;151;151;50;151
mgm4614829;6444858211;33434641;0.5575854550413485;4957071500;4957071500;148.26154406742396;151;151;50;151
mgm4614830;5537762836;28770695;0.5759563880819751;4257500069;4257500069;147.98043874157366;151;151;50;151
mgm4614831;5430290147;28219782;0.583656542143087;4174538387;4174538387;147.92950516059975;151;151.0;50;151
mgm4614832;330600068;1729433;0.579530714951431;253658923;253658923;146.6717259356101;151;150;50;151
mgm4614833;6300916804;32755416;0.5872692684823302;4843339561;4843339561;147.86377803902718;151;151.0;50;151
mgm4614834;5676789617;29524210;0.5968718394612897;4362997305;4362997305;147.77693645316845;151;151.0;50;151
mgm4614835;6065363667;31514968;0.5803401807477614;4662986105;4662986105;147.96099761230917;151;151.0;50;151
mgm4614836;6123765735;31825362;0.5829211850336792;4707590694;4707590694;147.91947045252778;151;151.0;50;151
mgm4614837;6129311826;31869485;0.5898308237106534;4711163858;4711163858;147.82679600878396;151;151;50;151
mgm4618083;91658537;271414;0.4495264186491173;83355795;83355795;307.1167846905465;301;299.0;60;594
mgm4618084;81504930;244812;0.48927839478751184;74026835;74026835;302.3823791317419;301;298.0;60;594
mgm4618085;144748818;470388;0.4219777318613465;130277256;130277256;276.9570142095462;301;289.0;60;594
mgm4618086;182762246;678190;0.4096349165715447;161848376;161848376;238.64754124950235;301;247.0;60;593
mgm4618445;739774517;2487971;0.51072522890418;661270362;661270362;265.7870055559329;300;274;60;594
mgm4618738;1556773593;5163152;0.4292422281628562;1392662063;1392662063;269.7309827407754;300;273.0;60;594
mgm4619682;2470228359;18507525;0.49268108773429165;1870540936;1870540936;101.06921028068312;101;101;50;194
mgm4619683;2437133595;18110890;0.47805414358058407;1850552160;1850552160;102.17897408686156;101;101.0;50;194
mgm4620483;189435625;755897;0.5362765526378857;166113910;166113910;219.75733466332053;250;238;150;251
mgm4620484;146782662;622781;0.5196775920206063;127587537;127587537;204.86742048970666;250;204;150;251
mgm4620485;38515260;186359;0.5141115801598619;32849227;32849227;176.26853009513894;150;171;150;233
mgm4620486;37223227;177484;0.5020003568699988;31832320;31832320;179.35318113182032;150;172.0;150;251
mgm4620487;167820808;691173;0.5275786150454483;146505544;146505544;211.96653225748113;250;215;150;251
mgm4620488;132422619;575980;0.5133106921487017;114678334;114678334;199.1012430987187;251;196.0;150;251
mgm4620489;77069123;307444;0.507144359213897;67649454;67649454;220.038296405199;251;234.0;150;251
mgm4620490;76812362;314390;0.506792347898161;67177360;67177360;213.67524412354084;250;217.0;150;251
mgm4620491;60127182;244405;0.5513147622613236;52661688;52661688;215.46894703463514;250;224;150;251
mgm4620492;53955321;230034;0.545072758953848;46935323;46935323;204.03645982767765;250;203.0;150;251
mgm4620493;8181743;38476;0.5763823801066325;7038567;7038567;182.93395883147937;250;174.0;150;251
mgm4620494;7314513;34978;0.5704870437460188;6276274;6276274;179.43490193836126;150;172.0;150;251
mgm4620526;32825828;123541;0.6603969257457882;29107157;29107157;235.60726398523568;251;250;50;251
mgm4620527;32914098;123735;0.6636399982048284;29189410;29189410;235.90261445831817;251;250;50;251
mgm4620529;91813296;387492;0.658349399622563;79912147;79912147;206.22915311799986;251;250.0;50;251
mgm4620530;35448092;161712;0.6670682344122879;30546112;30546112;188.89205501137826;251;248.0;50;251
mgm4620531;35456155;161652;0.6698727979678778;30556037;30556037;189.02356296241308;251;248.0;50;251
mgm4620533;298864790;1357855;0.6610618234553328;256524452;256524452;188.9188845642576;251;248;50;251
mgm4620534;84881459;336534;0.6617575332146585;74560002;74560002;221.55265738380075;251;250.0;50;251
mgm4620535;84870537;336436;0.6670764023880206;74552120;74552120;221.5937652332093;251;250.0;50;251
mgm4620536;11340355;42678;0.6710168609830028;10071121;10071121;235.97921645812832;251;251.0;50;251
mgm4620726;2361488799;12356013;0.4454681740684277;1964825974;1964825974;159.01779756949105;168;164;109;201
mgm4620727;1967286845;9986557;0.45622513360639755;1648798853;1648798853;165.101831692344;169;169;114;211
mgm4620728;656965521;3335386;0.4667536141957627;551336350;551336350;165.29911380571843;170;169.0;114;211
mgm4620729;1861485661;9324149;0.4262763771147752;1564212921;1564212921;167.7593227006561;170;170;114;211
mgm4620730;2397513750;11986321;0.4078315267662286;2013031414;2013031414;167.94406006647077;169;170;114;211
mgm4620731;2205455141;10987806;0.47471369352467335;1853946979;1853946979;168.72767675366674;169;170.0;114;211
mgm4620732;1762601450;8835329;0.5227986058960844;1480979414;1480979414;167.62017735842096;168;169;114;211
mgm4620733;1586075534;7974687;0.4552866158959759;1331992382;1331992382;167.02754377695325;170;169;114;211
mgm4620734;3289855831;16947374;0.5812662908175616;2741673328;2741673328;161.77570212352663;165;164.0;114;211
mgm4620735;1408087676;7121650;0.5222704328993086;1181287657;1181287657;165.8727481693147;169;168.0;114;211
mgm4621065;326462622;267502;0.5818482315785164;318281165;318281165;1189.8272349365611;803;999.0;800;32430
mgm4621360;1361416146;3168283;0.5886373026213656;1211211136;1211211136;382.292596968137;419;395;50;594
mgm4621361;521782607;1245858;0.58631711035546;462718809;462718809;371.40573725095476;450;387.0;50;594
mgm4621362;1316281767;3349545;0.5910471688709663;1157482125;1157482125;345.56398704898726;316;350;50;594
mgm4621363;1010640498;2420057;0.5889515430319003;895909540;895909540;370.20183408903176;421;382;50;594
mgm4621364;749172868;1791890;0.5887820520565246;664223175;664223175;370.6830078855287;444;385.0;50;594
mgm4621365;705509048;1765201;0.5913378102697261;621821060;621821060;352.26643311441586;330;361;50;594
mgm4621803;213972698;787100;0.537171055274483;189683692;189683692;240.99058823529413;250;235.0;50;492
mgm4621804;43977474;208089;0.5123403566785634;37637810;37637810;180.8736165775221;150;173;50;467
mgm4621805;190429846;736464;0.5316982095122799;167710561;167710561;227.7240448956093;251;217.0;50;492
mgm4621806;117887116;358909;0.5215438657906014;101558491;101558491;282.96445895756307;250;255;148;492
mgm4621807;72720712;279484;0.5573715070995068;64167767;64167767;229.59370482746777;250;221.0;50;492
mgm4621808;10293483;43714;0.5794233560802337;8303842;8303842;189.95841149288557;150;175.0;145;492
mgm4623131;4553860224;19510804;0.40097932738251196;3692622574;3692622574;189.26040023773496;127;127.0;50;538
mgm4623132;4597430237;20256832;0.4097719462238665;3707329755;3707329755;183.01626606766547;127;127.0;50;538
mgm4623133;4357527467;19578867;0.40872072181851454;3493066289;3493066289;178.410032051395;127;127;50;538
mgm4623267;1706258263;12950256;0.5785831317151944;1290003806;1290003806;99.61222434521758;101;101.0;50;101
mgm4623268;1684366638;12866506;0.591053652838083;1270879052;1270879052;98.77421671431235;101;101.0;50;101
mgm4623269;1786744508;13563971;0.5923937041574744;1350240697;1350240697;99.54612089630685;101;101;50;101
mgm4623270;1688929281;12860785;0.5434286067976625;1275625494;1275625494;99.18721866511258;101;101;50;101
mgm4623271;1604038993;12248083;0.5772989712341103;1210955974;1210955974;98.86902089086104;101;101;50;101
mgm4623272;2133026226;16217260;0.5348213264428088;1608948042;1608948042;99.21207663933365;101;101.0;50;101
mgm4623333;140124718;559560;0.48892413556052733;122889460;122889460;219.61802130245192;263;241.0;50;327
mgm4623334;146955107;577544;0.46474652554896667;129162347;129162347;223.64070443117754;259;244.0;50;336
mgm4623335;149592573;618390;0.5001451388905753;130533587;130533587;211.08618671065184;243;230.0;50;324
mgm4623336;178784418;712355;0.4583296115322223;156812517;156812517;220.1325420611914;260;241;50;357
mgm4623337;118701692;503970;0.4516893146961238;103189625;103189625;204.75350715320357;238;225.0;50;332
mgm4623338;171536098;730868;0.4460515533994104;148990175;148990175;203.85373966297607;231;222.0;50;320
mgm4623339;116881711;506189;0.4692392710875717;101300948;101300948;200.12475182194794;227;218;50;334
mgm4623341;137393749;584836;0.4696163109211416;119374938;119374938;204.1169456052637;232;222.0;50;316
mgm4623342;166089078;722129;0.4655523268831397;143814184;143814184;199.15303775364237;215;211;50;317
mgm4623343;112893082;486619;0.5188759897236693;97918998;97918998;201.2231293887004;221;216;50;306
mgm4623344;154862830;649731;0.47482574108686487;134832271;134832271;207.52014449056608;231;224;50;328
mgm4623345;165839684;658238;0.4573865211161185;145545404;145545404;221.1136458241548;252;242.0;50;334
mgm4623346;157554880;645584;0.46817086573125094;137652880;137652880;213.2222607747404;241;233.0;50;330
mgm4623347;134522914;532832;0.45405063991800754;118116226;118116226;221.6762994715032;252;242.0;50;361
mgm4623348;121338029;476150;0.4408407363745847;106688473;106688473;224.06483881129896;257;247.0;50;338
mgm4623349;141209903;557494;0.3674619764626465;124038499;124038499;222.49297570915562;259;245.0;50;327
mgm4623350;124960698;508133;0.33336051051685195;109319643;109319643;215.13982166086438;253;237;50;356
mgm4623351;150297713;651435;0.33454270358437593;130214327;130214327;199.88844167108;226;217;50;301
mgm4623352;161246276;662697;0.3112388352008803;140813774;140813774;212.4859083412178;240;232;50;325
mgm4623639;1420877549;10291273;0.61171902632043;973318029;973318029;94.57702939179633;101;101;50;101
mgm4623640;1441719639;10475815;0.6166743835774594;986225819;986225819;94.14311144288058;101;101;50;101
mgm4623641;1735064750;12538140;0.6201586280780201;1189828827;1189828827;94.89675717450913;101;101.0;50;101
mgm4623642;1922146196;13967859;0.6191894104079774;1314775184;1314775184;94.12861226620343;101;101;50;101
mgm4623643;330339301;2400521;0.6113890359632711;225962760;225962760;94.13071579044716;101;101;50;101
mgm4623644;3683922386;27163253;0.6191667281800984;2502651248;2502651248;92.13370902225886;101;101;50;101
mgm4623645;1914433230;13949144;0.620150504406995;1307797585;1307797585;93.75468379995218;101;101.0;50;101
mgm4623646;2718703428;19748505;0.6092242180666539;1859968669;1859968669;94.18275808725774;101;101;50;101
mgm4623647;2165049402;15773678;0.6144888884708617;1479116762;1479116762;93.77120301301954;101;101.0;50;101
mgm4623648;1615879890;11752332;0.5977774809556645;1104784414;1104784414;94.00554834563897;101;101.0;50;101
mgm4623649;3617951751;26401029;0.6159626924960512;2469822482;2469822482;93.55023556089424;101;101;50;101
mgm4623650;2483683764;18158672;0.615406337220782;1693981316;1693981316;93.28773139357328;101;101.0;50;101
mgm4623651;2175467723;15862438;0.61415788940829;1485769467;1485769467;93.66589593604716;101;101.0;50;101
