"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4775061","host-associated","marine","animal_host-associated","sponge","United States of America","Cinachyrella sp metagenome",26.0112,-80.1495,"campbell","illumina"
"mgm4775062","host-associated","marine","animal_host-associated","sponge","United States of America","Cinachyrella sp metagenome",26.0112,-80.1495,"campbell","illumina"
"mgm4477803","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.725,162.311,"fierer","illumina"
"mgm4477805","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",34.9,-115.65,"fierer","illumina"
"mgm4477872","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",35.383,-105.933,"fierer","illumina"
"mgm4477873","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",34.333,-106.733,"fierer","illumina"
"mgm4477900","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-78.03,163.8732833,"fierer","illumina"
"mgm4477901","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.725,162.313,"fierer","illumina"
"mgm4477902","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.608,163.249,"fierer","illumina"
"mgm4477903","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.6375,162.887,"fierer","illumina"
"mgm4477904","free-living","terrestrial","soil","desert_soil","USA","cross-site soil metagen",-77.527,161.702,"fierer","illumina"
"mgm4482714","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4483800","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4483883","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4483943","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4484670","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4484859","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4484865","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4486239","host-associated","terrestrial","animal_host-associated","chyme","USA","Woodrat_foregut_metagenome_creosote",40.76078,-111.89105,"kohl","illumina"
"mgm4514245","free-living","terrestrial","soil","desert_soil","India","Project-151",23.8109,70.98319983,"bagatharia","ion torrent"
"mgm4514299","free-living","terrestrial","soil","desert_soil","India","Project-151",23.7925,71.008,"bagatharia","ion torrent"
"mgm4543019","free-living","terrestrial","soil","desert_soil","India","Project-151",23.908056,70.537806,"bagatharia","ion torrent"
"mgm4543020","free-living","terrestrial","soil","desert_soil","India","Project-151",23.941333,70.188389,"bagatharia","ion torrent"
"mgm4543021","free-living","terrestrial","soil","desert_soil","India","Project-151",23.834889,69.518917,"bagatharia","ion torrent"
"mgm4543022","free-living","terrestrial","soil","desert_soil","India","Project-151",23.940972,70.188444,"bagatharia","ion torrent"
"mgm4543023","free-living","terrestrial","soil","desert_soil","India","Project-151",23.940444,70.187889,"bagatharia","ion torrent"
"mgm4578704","host-associated","terrestrial","animal_host-associated","chyme","USA","Sagegrouse_cecal_metagenome",42.183333,-114.766667,"kohl","illumina"
"mgm4578705","host-associated","terrestrial","animal_host-associated","chyme","USA","Sagegrouse_cecal_metagenome",42.183333,-114.766667,"kohl","illumina"
"mgm4578706","host-associated","terrestrial","animal_host-associated","chyme","USA","Sagegrouse_cecal_metagenome",42.183333,-114.766667,"kohl","illumina"
"mgm4600829","free-living","terrestrial","sediment","desert_sediment","Chile","Atacama Metagenomes",-23.95738333,-68.16931667,"diruggiero","illumina"
"mgm4600830","free-living","terrestrial","sediment","desert_sediment","Chile","Atacama Metagenomes",-22.91758333,-68.2521,"diruggiero","illumina"
"mgm4600831","free-living","terrestrial","sediment","desert_sediment","Chile","Atacama Metagenomes",-20.93005,-70.0137,"diruggiero","illumina"
"mgm4534778","host-associated","marine","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.871124,34.78456,"belkin","illumina"
"mgm4534779","host-associated","marine","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.871124,34.78456,"belkin","illumina"
"mgm4534775","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",31.843883,35.513255,"belkin","illumina"
"mgm4534780","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",29.581368,34.965274,"belkin","illumina"
"mgm4534781","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",29.581368,34.965274,"belkin","illumina"
"mgm4441363","free-living","marine","saline_water","salt_lake","Mexico","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin",26.8234444,-102.0147778,"souza","454"
"mgm4442466","free-living","marine","saline_water","salt_lake","Mexico","Comparative metagenomics of two microbial mats at Cuatro Cienegas basin",26.8713889,-102.0198056,"souza","454"
"mgm4620726","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",32.561428,34.909674,"belkin","illumina"
"mgm4620727","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",32.561428,34.909674,"belkin","illumina"
"mgm4620728","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",31.843883,35.513255,"belkin","illumina"
"mgm4620729","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",31.843883,35.513255,"belkin","illumina"
"mgm4620730","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.942444,35.367059,"belkin","illumina"
"mgm4620731","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.942444,35.367059,"belkin","illumina"
"mgm4620732","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.871124,34.78456,"belkin","illumina"
"mgm4620733","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",30.871124,34.78456,"belkin","illumina"
"mgm4620734","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",29.581368,34.965274,"belkin","illumina"
"mgm4620735","host-associated","terrestrial","plant_associated","plant-associated_hypersaline_water","Israel","Tamarix aphylla phyllosphere metagenome",29.581368,34.965274,"belkin","illumina"
"mgm4440984","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.55,138.88,"jeffries","454"
"mgm4441020","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.79,139.31,"jeffries","454"
"mgm4441021","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-35.93,139.48,"jeffries","454"
"mgm4441022","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-36.16,139.65,"jeffries","454"
"mgm4446341","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-34.94,137.35,"jeffries","454"
"mgm4446342","free-living","marine","sediment","coastal_marine_sediment","Australia","Jeffries et al PLoS One",-33.1025,128.02,"jeffries","454"
"mgm4446406","free-living","marine","saline_water","estuarine_seawater","Australia","Jeffries et al PLoS One",-35.55,138.88,"jeffries","454"
"mgm4446412","free-living","marine","saline_water","estuarine_seawater","Australia","Jeffries et al PLoS One",-36.16,140.65,"jeffries","454"
"mgm4453379","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4453380","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4453381","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4453382","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4454502","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454503","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4454505","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454506","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.830467,-43.246569,"thompson","454"
"mgm4454687","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454695","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4454700","free-living","marine","saline_water","estuarine_seawater","Brazil","Guanabara Bay Metagenome",-22.864633,-43.160464,"thompson","454"
"mgm4460178","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",48.016667,-122.300556,"faustman","454"
"mgm4460179","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",48.368056,-122.716667,"faustman","454"
"mgm4460180","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.700556,-122.450556,"faustman","454"
"mgm4460182","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.333333,-122.434722,"faustman","454"
"mgm4460188","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.883333,-122.366667,"faustman","454"
"mgm4460189","free-living","marine","saline_water","estuarine_seawater","United States of America","Puget Sound",47.683889,-122.406944,"faustman","454"
"mgm4533700","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533701","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533702","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533703","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533704","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533705","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.2,-123.940333,"kahn","illumina"
"mgm4533706","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.26,-123.99,"kahn","illumina"
"mgm4533707","free-living","marine","saline_water","estuarine_seawater","USA","Columbia River coastal margin study",46.26,-123.99,"kahn","illumina"
